DATE,SCORE,SUBJECT,REVIEW,REVIEW_en
16 de março de 2022,50,Aniversário Roberto,"O melhor garçom do coco bambu Meireles é o Sr Léo, muito atencioso, animado, respeitoso e ágil, voltaremos a comemorar outros aniversários e quero ser atendido por ele.","The best waiter at Coco Bamboo Meireles is Mr Léo, very attentive, lively, respectful and agile, we will return to celebrate other birthdays and I want to be served by him."
16 de março de 2022,50,ATENDIMENTO EXCELENTE,"Atendimento excelente do Léo, atencioso, animado, simpático, melhor garçom do coco bambu Meireles. Muito Top!!!!!","Excellent service from Léo, attentive, lively, friendly, best waiter at Coco Bamboo Meireles. Very cool!!!!!"
16 de março de 2022,50,Melhor atendimento do Brasil,"Melhor garçom Léo, disponibilidade, agilidade, simpatia. E atendimento TOP Ameei o atendimento Volto mais vezes","Best waiter Leo, availability, agility, friendliness. And TOP service I loved the service I come back more often"
16 de março de 2022,50,Aniversário do Roberto,"Ótimo local, com o melhor garçom do local, o Léo. Super atencioso, muito solícito, super animado, o melhor. Melhor escolha para comemorar o aniversário.","Great place, with the best waiter in the place, Léo. Super attentive, very helpful, super excited, the best. Best choice to celebrate birthday."
16 de março de 2022,50,Garçom Léo,"Atendimento do Léo é topper. Graçom Leo é atencioso, melhor atendimento do coco bambu Meireles. Animado","Leo's service is topper. Graçom Leo is attentive, the best service at Coco Bamboo Meireles. Cheered up"
16 de março de 2022,40,Comida muito boa! Pratos caros. Porém são excelentes e um prato de duas pessoas comem três muito beeem!,Cozinha demorou com o prato. Porém o garçom foi atencioso e pratico. Coletaria mais vezes! Estou satisfeito com a quantidade de comida.,Kitchen took a while with the plate. But the waiter was attentive and practical. He would collect more often! I am satisfied with the amount of food.
16 de março de 2022,50,Aniversário,"Ambiente muito bom. Mesmo com muita gente, estava tudo tranquilo. Comida divina e atendimento ótimo!","Very good environment. Even with a lot of people, everything was quiet. Divine food and great service!"
16 de março de 2022,50,Excelente jantar,"Atendimento ótimo, Garcon Autostenio, muito solícito! Comida boa, ambiente agradável e música maravilhosa.","Great service, Garcon Autostenio, very helpful! Good food, nice atmosphere and wonderful music."
16 de março de 2022,50,Jantar,"Fui atendido pelo garçom auristenio. Excelente atendimento, com uma música aí vivo boa e uma cerveja bem geladinha. O prato de carne de sol sertaneja é muito boa.","I was served by the waiter Auristenio. Excellent service, with good live music and a very cold beer. The country meat dish is very good."
16 de março de 2022,50,Jantar com meu amor,"Excelente jantar com o serviço incrível do garçom Auristenio que estava sempre disponível pra nós servir e ajudar. Excelente atendimento, comida incrível e cerveja muito gelada. Voltaremos!","Excellent dinner with the amazing service of the waiter Auristenio who was always available for us to serve and help. Excellent service, amazing food and very cold beer. We will be back!"
16 de março de 2022,50,Excelente jantar,"Atendimento maravilhoso, impecável, prato maravilhoso e o ambiente muito agradável... sem caracteres","Wonderful service, impeccable, wonderful dish and the very pleasant atmosphere... without characters"
16 de março de 2022,50,Almoço excelente!,"Ótimo atendimento do Auristenio, prato praia de Olinda excelente, ambiente agradável! E o pastel de queijo uma delícia!","Great service from Auristenio, excellent Olinda beach dish, pleasant atmosphere! And the cheese pastel is delicious!"
15 de março de 2022,50,Excelente jantar,"Boa comida , ambiente agradável e ótimo atendimento Autistene foi o garçom que nos atendeu , super atencioso e educado","Good food, pleasant atmosphere and great service Auistene was the waiter who served us, super attentive and polite"
15 de março de 2022,50,Jantar excelente!!,"Hoje fiz um jantar aonde realizei o meu pedido de namoro para a minha amada, fui muito bem recebido pelo garçom auristênio!!","Today I had a dinner where I made my request for a date with my beloved, I was very well received by the waiter Auristênio!!"
15 de março de 2022,50,Excelente jantar,"Comida, atendimento e música excelentes. Garçom Auristenio. Facilidade de estacionar. Crepe com musica, melhor combinação.","Excellent food, service and music. Waiter Auristenio. Ease of parking. Crepe with music, best combination."
15 de março de 2022,50,Jantar em família,"Ótimo para família! Chegamos cedo (18:00) e foi ótimo para meu irmão autista. Fomos bem atendidos e pedimos pra ficar em ambiente separado, com menos barulho. Agradecimento especial ao Garçom Valmir e Izaias ao carinho.","Great for family! We arrived early (6pm) and it was great for my autistic brother. We were well attended and asked to stay in a separate room, with less noise. Special thanks to Waiter Valmir and Izaias for their kindness."
14 de março de 2022,50,Maravilhoso,"Tudo perfeito. Amamos o coco bambu. Um agradecimento e parabéns especial ao garçon André, muito simpático e atencioso.","Everything perfect. We love coconut bamboo. A special thanks and congratulations to the waiter André, very friendly and attentive."
14 de março de 2022,40,Atendimento,"Excelente atendimento, com excelência e rapidez. Garçom Izaias simpático e prestativo, com dicas ótimas.","Excellent service, with excellence and speed. Waiter Izaias friendly and helpful, with great tips."
12 de março de 2022,50,Nunca decepciona!,"Coco Bambu Meireles sempre cozinha excelente. Ponto ainda mais alto fica pelo atendimento impecável pelo Gustavo Ferreira, além de ele ser fotógrafo excelente!","Coco Bambu Meireles always cooks excellently. Even higher point is the impeccable service by Gustavo Ferreira, in addition to being an excellent photographer!"
12 de março de 2022,50,Jantar em família,"Tivemos um momento muito bom em família, as crianças brincaram bastante e a comida estava ótima. O atendimento do Jhonattan foi especial, serviço de primeira!","We had a really good time as a family, the kids played a lot and the food was great. Jhonattan's service was special, first class service!"
11 de março de 2022,50,Atendimento,"Leo super prestativo e amigável, além do ambiente extremamente cativante e a música que deixa ainda mais confortável!","Leo super helpful and friendly, in addition to the extremely captivating atmosphere and the music that makes it even more comfortable!"
11 de março de 2022,50,Amigos,"Ótimo atendimento, super indico o Garçom Leo, se você quer um atendimento diferenciado e com pontialidade.","Great service, I highly recommend Waiter Leo, if you want a differentiated and punctual service."
11 de março de 2022,50,Ótima experiência,"Atendimento do Leo excelente. Comida e drinks ótimos! Estava tendo música ao vivo, o que deixou o ambiente ainda mais agradável. Experiência muito positiva!","Excellent service from Leo. Great food and drinks! There was live music, which made the atmosphere even more pleasant. Very positive experience!"
11 de março de 2022,50,Atendimento,"Excelente atendimento, ambiente maravilhoso com música ao vivo, e a comida maravilhosa, parabéns Leo 👏👏","Excellent service, wonderful atmosphere with live music, and wonderful food, congratulations Leo 👏👏"
11 de março de 2022,50,Atendimento excelente,"Lugar muito bom,atendimento da melhor qualidade pelo Garson Leo , sobremesa ideal que indico cocada com sorvete top.","Very good place, service of the best quality by Garson Leo, ideal dessert that I nominate cocada with ice cream top."
11 de março de 2022,50,Atendimento excelente,"Excelente atendimento do garçom André, comida muito boa e o ambiente é bastante agradável! Super indico!!!","Excellent service from the waiter André, very good food and the atmosphere is quite pleasant! I highly recommend!!!"
11 de março de 2022,50,Atendimento excelente,"Excelente atendimento, pelo garçom André, bastante solícito. Comida saborosa e no ponto certo. Ambiente agradável","Excellent service, by the waiter André, very helpful. Tasty and on point food. Pleasant environment"
11 de março de 2022,50,Atendimento excelente,"Excelente atendimento pelo garçom André, bastante prestativo e o lugar é bastante acolhedor! 👏 Super indico!","Excellent service by the waiter André, very helpful and the place is very welcoming! 👏 Super nominate!"
11 de março de 2022,50,Avaliação,"Excelente atendimento pelo o garçom André, restaurante muito bom e comida boa. Espero voltar em breve","Excellent service by the waiter André, very good restaurant and good food. hope to come back soon"
10 de março de 2022,50,Visita ao Coco Bambu,"Excelente atendimento. André muito gentil, educado e ágil. Obrigada, André!!! Sempre bom comer bem e ser bem atendida.","Excellent service. André very kind, polite and agile. Thank you, Andre!!! Always good to eat well and be well taken care of."
9 de março de 2022,50,Almoço,Excelente avaliação de serviço e dos pratos! Parabéns. Garçom Robson - CB Meireles fortaleza Ceará BR,Excellent review of service and dishes! Congratulations. Waiter Robson - CB Meireles Fortaleza Ceará BR
8 de março de 2022,50,De,Ótimo garçom o LEO. Nós amamos a nossa noite no restaurante. E bebemos um delicioso vinho rosé! Noite feliz 💗,Great waiter Leo. We loved our night at the restaurant. And we drank a delicious rosé wine! Happy night 💗
8 de março de 2022,50,Dia das mulheres,"Muito bom! Super dinâmico, deu ótimas dicas para a gente! Voltaremos muitas vezes e iremos procurar o nosso garçom Leo!","Very good! Super dynamic, gave us great tips! We will be back many times and will look for our waiter Leo!"
7 de março de 2022,50,Almoço com esposa,Atendimento do garçom: Rafael Lima. Excelente atendimento e comida bastante deliciosa. Sempre o melhor restaurante para se trazer a esposa. Show top,Waiter service: Rafael Lima. Excellent service and very delicious food. Always the best restaurant to bring the wife. top show
5 de março de 2022,50,Comida deliciosa e excelente atendimento!,A comida está sempre muito boa. Pizza deliciosa e a salada de Carpaccio excelente. Gustavo e Abraão garçons muito atenciosos!,The food is always very good. Delicious pizza and excellent Carpaccio salad. Gustavo and Abraão very attentive waiters!
5 de março de 2022,50,Aperitivo,Gostei muito do atendimento do Auristenio. Muito gentil e educado Amamos o camarão a milanesa. O chopp perfeito. Muito gelado!,I really enjoyed Auristenio's service. Very kind and polite We love the breaded shrimp. The perfect chop. Very cold!
2 de março de 2022,50,Otimo atendimento do garçom ANDRE,Comida deliciosa atendimento excelente do garçom ANDRE. Ambiente bem transado com gente bonita e muito legal.,"Delicious food, excellent service from the waiter ANDRE. Good atmosphere with beautiful and very nice people."
1 de março de 2022,50,Almoço,Muito bom o atendimento do Izaias que nos atendeu de maneira muito simpática e rápida. Sempre com boas sugestões de pratos.,Very good service from Izaias who served us in a very friendly and fast way. Always with good suggestions for dishes.
28 de fevereiro de 2022,50,Excelente,muito gostoso. servido rapidamente e bem recheado. Excelente atendimento do Garçon Izaias. atendimento top,very tasty. served quickly and well stuffed. Excellent service from Garçon Izaias. top service
28 de fevereiro de 2022,50,Aniversário,"Ótimo serviço, que conquistou o coração de uma nova cliente. Ótimo ambiente e ótima equipe. Muito obrigada pela atenção e seriedade.","Great service, which won the heart of a new customer. Great atmosphere and great staff. Thank you very much for your attention and seriousness."
27 de fevereiro de 2022,50,Jantar,"Ótimo atendimento, fomos muito bem recebidos pelo garçon Wendel. E a comida da qualidade já conhecida em outras lojas que já visitei. Camarão internacional demais! 👏🏼👏🏼👏🏼👏🏼","Great service, we were very well received by the waiter Wendel. And the quality food already known in other stores I've visited. Too international shrimp! 👏🏼👏🏼👏🏼👏🏼"
27 de fevereiro de 2022,50,Avaliação,"Ambiente aconchegante, atendimento qualificado e comida espetacular. Sem falar do atendimento diferenciado do garçom Wendel. Estão de parabéns 👏🏻👏🏻👏🏻","Cozy atmosphere, qualified service and amazing food. Not to mention the differentiated service from waiter Wendel. Congratulations 👏🏻👏🏻👏🏻"
27 de fevereiro de 2022,50,Almoço,"Atendimento diferenciado pelo garçom Johnattah, Almoço com excelente qualidade e senti apoio dos outros profissionais . Parabens a todos que fazem o Coco Bambu!","Differentiated service by the waiter Johnattah, Lunch with excellent quality and I felt support from other professionals. Congratulations to everyone who makes Coco Bambu!"
27 de fevereiro de 2022,50,Almoço com família,Atendimento excelente do garçom Rafael Lima! O prato estava uma explosão de sabor! Coco Brasil peça!,Excellent service from the waiter Rafael Lima! The dish was an explosion of flavor! Coco Brazil ask!
27 de fevereiro de 2022,50,Almoço em família coco bambu Meireles,Atendimento do Garçom Rafael lima excelente. Ambiente tranquilo e agradável e comida maravilhosa! ..,Service from Waiter Rafael Lima excellent. Quiet and pleasant atmosphere and wonderful food! ..
26 de fevereiro de 2022,50,Jantar com a Familia,Excelente atendimento do Rubens. Comida tava uma delícia. Ótima opção para sair com a família. 👏👏👏,Excellent service from Reuben. Food was delicious. Great option to go out with the family. 👏👏👏
24 de fevereiro de 2022,50,Tudo muito bom!,"Rubens nos atendeu muito bem, atencioso, tudo certinho. Lugar tem espaço pra kids, ben organizado, estava cheio mas tudo funcionava. Lagosta imperial perfeita!","Rubens served us very well, attentive, everything right. Place has space for kids, well organized, it was full but everything worked. Perfect imperial lobster!"
23 de fevereiro de 2022,50,Ótimo garçom!,"Jhonattan Jhoan excelente atendimento! Gentil, um amor, ótimas indicações. Tomara que seja sempre promovido! O melhor do Coco Bambu é o atendimento!","Jhonattan Jhoan excellent service! Gentle, a love, great indications. I hope it always gets promoted! The best thing about Coco Bambu is the service!"
22 de fevereiro de 2022,50,Atendimento excelente!!!,"Ótimo atendimento, comida maravilhosa, ambiente maravilhoso, amei conhecer, e estou ansioso para a inauguração em belem, perfeito ❤️","Great service, wonderful food, wonderful atmosphere, I loved meeting, and I'm looking forward to the opening in belem, perfect ❤️"
21 de fevereiro de 2022,50,Jantar com família,Atendimento do garçom Rafael Lima foi muito bom. Ele foi muito educado e atencioso. Está de parabéns!”.,"The waiter Rafael Lima was very good. He was very polite and considerate. Congratulations!""."
21 de fevereiro de 2022,50,Maravilhoso,"Excelente. Ambiente agradável, comida excelente, e atendimento excepcional. Izaías nos atendeu maravilhosamente, super recomendo!","Great. Pleasant atmosphere, excellent food, and exceptional service. Izaías took care of us wonderfully, I highly recommend it!"
21 de fevereiro de 2022,50,"Excelente! Ótima experiência! Ótimo atendimento do rony e Izaías! Ambiente agradável, comida também!","Excelente! Ótima experiência! Ótimo atendimento do rony e Izaías! Ambiente agradável, comida também!👏🏼👏🏼👏🏼👏🏼👏🏼🥰🥰🥰🥰🥰🥰🥰","Great! Great experience! Great service from Ron and Izaias! Nice atmosphere, food too!👏🏼👏🏼👏🏼👏🏼👏🏼🥰🥰🥰🥰🥰🥰🥰"
20 de fevereiro de 2022,50,Experimentamos a pizza aos invés dos pratos que já conhecíamos.,Atendimento maravilhoso. Experimentamos a pizza e estava tooop! O atendimento do garçom Rafael Lima foi diferenciado.,Wonderful service. We tried the pizza and it was tooop! The service of the waiter Rafael Lima was differentiated.
20 de fevereiro de 2022,50,Jantar muito bem servido,Atendimento EXCELENTE do RAFAEL LIMA! Refeição chegou rápido!!!! Poucas vezes fui tão bem recepcionada como aqui. 🥰🥰,EXCELLENT service from RAFAEL LIMA! Meal arrived fast!!!! I have rarely been so well received as here. 🥰🥰
20 de fevereiro de 2022,50,Jantar excelente,"Fomos atendidos pelo Rafael. Perfeito o atendimento, comida excelente e a preço acessível. Ambiente agradável e música ao vivo","We were attended by Rafael. Excellent service, excellent food and affordable prices. Nice atmosphere and live music"
20 de fevereiro de 2022,50,Jantar no Domingo,"Sempre muito bom vir à varanda do Sr Bandeira! Atendimento sempre muito cordial, alegre, simpático, assim como toda equipe! Top dos tops!","Always great to come to Mr Bandeira's balcony! Always very cordial, cheerful, friendly service, as well as all the staff! Top of tops!"
20 de fevereiro de 2022,50,O Rei da Varanda,"Boa noite… moramos no Eusébio, o coco bambu sul é mais próximo, porém damos preferência ao coco bambu meireles pelo atendimento excelente/excepcional do seu Bandeira ( o rei da varanda).","Good evening… we live in Eusébio, the southern coconut bamboo is closer, but we prefer the meireles bamboo coconut for the excellent/exceptional service of Seu Bandeira (the king of the balcony)."
20 de fevereiro de 2022,50,Jsntar,Maravilhoso o atendimento e a comida delícia! Adorei tudo atendimento Jonatas! Jantei e a comida delicia e atendimento tudo perfeito,Amazing service and delicious food! I loved everything Jonathan! I had dinner and the food was delicious and the service was perfect.
20 de fevereiro de 2022,50,Jantar com à família no Coco Bambu,"Atendimento do garçom Valmir. Ótimo atendimento, recepção, música ao vivo e comida. E um ótimo clima.","Waiter Valmir's service. Great service, reception, live music and food. And great weather."
20 de fevereiro de 2022,50,Jantar excepcional!,"Fomos muito bem recebido pelo garçom Lauristênio, um rapaz muito atencioso e educado. nota 10 nesse quesito! e a respeito da refeição, estava tudo uma delicia como sempre! nenhum fedback negativo! o coco bambu e sua equipe estão de parabens!! muito obrigado!","We were very well received by the waiter Lauristênio, a very attentive and polite young man. 10 in this regard! and about the meal, everything was delicious as always! no negative feedback! Coco Bamboo and his team are to be congratulated !! thank you!"
19 de fevereiro de 2022,50,Ótimo atendimento,"Garçom Rubens nota 10, muito gentil e educado, foi muito solícito e paciente!! Voltaremos graças ao atendimento","Waiter Rubens grade 10, very kind and polite, was very helpful and patient!! We will be back thanks to the service"
19 de fevereiro de 2022,50,avaliação sobre o atendimento,"o atendimento do izaias e mtt bom , simpático e muito acolhedor fazendo tudo com muito simpatia !!!!","the service of izaias and mtt is good, friendly and very welcoming, doing everything with a lot of sympathy!!!!"
19 de fevereiro de 2022,50,Maravilhoso!,"Tudo excelente, comida deliciosa e atendimento excelente por parte do garçom Valmir! Voltarei mais vezes com certeza!","Everything was excellent, delicious food and excellent service from the waiter Valmir! I will come back more often for sure!"
19 de fevereiro de 2022,50,Amei muito,Excelente atendimento do Andre! Impecável do início ao fim! Super educado e cordial. Amamos muito. Comida quentinha e deliciosa,Excellent service from Andrew! Flawless from start to finish! Super polite and friendly. We love a lot. Hot and delicious food
18 de fevereiro de 2022,50,Jantar em família,"Ambiente aconchegante, comida deliciosa e um excelente atendimento desde a entrada do restaurante ao garçom.","Cozy atmosphere, delicious food and excellent service from the entrance of the restaurant to the waiter."
16 de fevereiro de 2022,50,Jantar,"Jhonattan muito atencioso e proativo! Comida muito boa, ambiente agradável, garçons e demais funcionários muito bem vestidos e cuidados!","Jhonattan very attentive and proactive! Very good food, pleasant atmosphere, waiters and other staff very well dressed and taken care of!"
16 de fevereiro de 2022,50,Jantar,"Uma noite muito agradável. Passei meu aniversário aqui. O atendente que nos serviu foi excelente, se chama Jonathan. Muito simpático e eficiente. Recomendo fortemente. Meus agradecimentos a equipe Coco Bambu Meireles.","A very pleasant evening. I spent my birthday here. The attendant who served us was excellent, his name is Jonathan. Very friendly and efficient. I strongly recommend. My thanks to the Coco Bambu Meireles team."
13 de fevereiro de 2022,50,Jantar em família nas férias,"Ambiente agradável, música ao vivo com volume no ponto certo, não atrapalhou em nada a conversa, parecia mais um som ambiente. Amei! O Izaias nos atendeu de maneira formidável; boa energia, animado, super atencioso. Certamente voltaremos mais vezes!","Pleasant atmosphere, live music at the right volume, it didn't interfere with the conversation at all, it seemed more like an ambient sound. I loved! Izaias took great care of us; good energy, lively, super attentive. We will certainly come back more often!"
13 de fevereiro de 2022,50,"Jantar em família - conhecendo Fortaleza, somos de São Paulo","Fomos atendidos pelo Isaías, o melhor garçom que já me atendeu sem dúvidas, muito atencioso, simpático, alegre e autêntico, parabéns ao Coco Bambu por ter um funcionário tão maravilhoso! E como sempre a comida do Coco Bambu Sensacional, perfeito!","We were served by Isaías, the best waiter who has ever served me without a doubt, very attentive, friendly, cheerful and authentic, congratulations to Coco Bambu for having such a wonderful employee! And as always the food at Coco Bambu Sensational, perfect!"
13 de fevereiro de 2022,50,Primeira visita no restaurante,"Muito bem atendidos pelo garçom Izaías, comida maravilhosa e sobremesas perfeitas. Recomendo muito!!","Very well attended by the waiter Izaías, wonderful food and perfect desserts. I highly recommend!!"
13 de fevereiro de 2022,50,Excelente,Fomos muito bem atendidos e a comida é deliciosa! Em especial a cordialidade do Isaias! Parabéns à casa!,We were very well taken care of and the food was delicious! Especially the friendliness of Isaias! Congratulations to the house!
12 de fevereiro de 2022,50,Aniversário,"Adorei o atendimento do Rubem, um profissional atencioso e muito agradavel, nos serviu com muita excelência","I loved the service from Rubem, an attentive and very pleasant professional, he served us with great excellence"
12 de fevereiro de 2022,50,Jantar no Coco Bambu,O atendimento do garçom Rafael Lima foi muito bom. Garçom prestativo e eficiente. Recomendo. A música ambiente estava ótima também.,The service from the waiter Rafael Lima was very good. Helpful and efficient waiter. I recommend. The background music was great too.
12 de fevereiro de 2022,50,Romântico,"O atendimento do garçom Rafael Lima foi excelente, ele é muito atencioso e prestativo. Votaremos mais vezes.","The service from the waiter Rafael Lima was excellent, he is very attentive and helpful. We will vote more often."
11 de fevereiro de 2022,50,Coco Bambu Meireles jantar com a familia ferias 2022,Tudo muito bom Atendimento excelente super recomendo. Aristeniobsuper gentil tudo muito bom Voltaremos sempre.,All very good Excellent service I highly recommend. Aristeniobsuper kind all very good We will always come back.
11 de fevereiro de 2022,50,Momento familiar memorável,"Tivemos uma excelente experiência gastronômica, saboreando uma delicioso pizza de quatro queijos e uma maravilhosa salada Caesar! Recomendo demais!","We had an excellent dining experience, enjoying a delicious four-cheese pizza and a wonderful Caesar salad! I highly recommend!"
11 de fevereiro de 2022,50,"ANDRE, O MELHOR GARCON DO MUNDO","Já fui em outras 11 filiais(outros estados tb) do Coco Bambu, gostei do atendimento e da velocidade que os pedidos chegaram na mesa. Não vou mais em outras unidades. Agora só nessa.","I've been to 11 other branches (other states too) of Coco Bambu, I liked the service and the speed with which the orders arrived at the table. I don't go to other units anymore. Now just this one."
11 de fevereiro de 2022,50,Atendimento de qualidade,Fomos muito bem atendidos pelo André. Com certeza voltaremos. O melhor restaurante da cidade. Recomendo de olhos fechados.,We were very well attended by André. We will definitely be back. The best restaurant in town. I recommend with eyes closed.
11 de fevereiro de 2022,50,Atendimento de excelência,Fomos muito bem atendidos pelo garçom André no Coco Bambu do Meireles. Com certeza voltaremos. O melhor restaurante da cidade.,We were very well attended by the waiter André at Coco Bambu do Meireles. We will definitely be back. The best restaurant in town.
10 de fevereiro de 2022,50,Atendimento,"O atendimento é ótimo Saliento o Rubens, cortesia, atenção simpatia. Gostamos muito. O local é agradável e aconchegante.","The service is great I emphasize Rubens, courtesy, attention and friendliness. We liked a lot. The place is nice and cozy."
10 de fevereiro de 2022,40,Happy hour,"Qualidade do atendimento do moço Gustavo, qualidade dos produtos e bebidas e do ambiente agradavel e seguro.","Quality of service from Gustavo, quality of products and drinks and a pleasant and safe environment."
10 de fevereiro de 2022,50,Vale a pena!!,"Almoço com ótimo custo x benefício - atendimento diferenciado, comida boa e ótimas opções de drinks. Recomendo pra quem vier à Fortaleza","Lunch with great cost x benefit - differentiated service, good food and great drinks options. I recommend it to anyone who comes to Fortaleza"
10 de fevereiro de 2022,50,Almoço,"Comida excelente, tudo rápido, e atendimento espetacular!!! Um abraço e muito obrigado ao Izaías pelo atendimento.","Great food, fast, and amazing service!!! A hug and many thanks to Izaías for the service."
10 de fevereiro de 2022,50,Almoço,"O prato pedido estava muito bom e chegou bem rápido. O atendimento também foi incrível, só agradecimentos ao garçom Izaias!!","The dish ordered was very good and arrived very quickly. The service was also amazing, thanks to the waiter Izaias!!"
10 de fevereiro de 2022,50,Almoço,O ambiente e a comida são ótimos. Ficamos extremamente satisfeitos com o atendimento do garçom Izaías!,The atmosphere and the food are great. We were extremely satisfied with the service of the waiter Izaías!
10 de fevereiro de 2022,50,Aniversário da minha filha,Excelente serviço alem do.prato muito saboroso. Garçom Gabarito muito atencioso. Recomendo aos amigos sempre,Excellent service in addition to the very tasty dish. Very attentive waiter. I recommend to friends always
9 de fevereiro de 2022,50,Excelente almoço de formatura,"Logo que chegamos fomos muito bem atendidos por Gabarito, mesa pra 10 pessoas. Pedimos carne de sol sertaneja e peixe a pizzaiolo, estavam uma delícia!","As soon as we arrived we were very well attended by Gabarito, table for 10 people. We ordered country sun meat and fish pizzaiolo, they were delicious!"
